UF;Municipio;Unidade;Notificações
SP;SAO PAULO;HOSPITAL UNIVERSITARIO DA USP SAO PAULO;  41
SP;SAO ROQUE;HOSPITAL E MATERNIDADE SOTERO DE SOUZA;  41
BA;CAMACARI;HOSPITAL SANTA HELENA;  40
BA;JUAZEIRO;HOSPITAL REGIONAL DE JUAZEIRO;  40
BA;SALVADOR;HOSPITAL DA CIDADE;  40
GO;VALPARAISO DE GOIAS;HOSPITAL MUNICIPAL DE VALPARAISO;  40
MG;BETIM;UPA ALEXANDRE SILVA ARAUJO DINIZ ALTEROSAS;  40
MG;PASSOS;IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS;  40
MG;RIBEIRAO DAS NEVES;HOSPITAL MUNICIPAL SAO JUDAS TADEU;  40
MT;MIRASSOL D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE MIRASSOL D OESTE;  40
MT;NOVA MARINGA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA MARINGA;  40
MT;TANGARA DA SERRA;HOSPITAL DAS CLINICAS VIDA E SAUDE;  40
PA;ITUPIRANGA;HOSPITAL MUNICIPAL DE ITUPIRANGA;  40
PA;SANTA ISABEL DO PARA;HOSPITAL MUNICIPAL DR EDILSON ABREU;  40
PE;RECIFE;HOSPITAL SANTA TERESINHA;  40
RJ;SAO JOAO DE MERITI;HOSPITAL MUNICIPAL DE SAO JOAO DE MERITI ABDON GONCALVES;  40
RJ;SEROPEDICA;UPA 24H SEROPEDICA;  40
SP;AMPARO;SANTA CASA ANNA CINTRA;  40
AM;MANAUS;UNIMED MANAUS;  39
BA;LAURO DE FREITAS;HOSPITAL GERAL MENANDRO DE FARIA;  39
BA;SALVADOR;HOSPITAL FAMILIA SAGRADA;  39
BA;SALVADOR;HOSPITAL SALVADOR;  39
ES;SERRA;VIGILANCIA EPIDEMIOLOGICA DA SERRA;  39
GO;GOIANIA;INSTITUTO ORTOPEDICO DE GOIANIA IOG;  39
MG;CONSELHEIRO LAFAIETE;POLICLINICA MUNICIPAL;  39
MG;SAO GOTARDO;HOSPITAL MUNICIPAL DE SAO GOTARDO;  39
MS;AQUIDAUANA;ABRAM MS;  39
MT;CUIABA;UNIDADE DE PRONTO ATENDIMENTO MORADA DO OURO;  39
MT;QUERENCIA;HOSPITAL MUNICIPAL DE QUERENCIA;  39
PA;CONCORDIA DO PARA;HOSPITAL E MATERNIDADE JOAO LINS DE OLIVEIRA;  39
PA;MARAPANIM;HOSPITAL MUNICIPAL DE MARAPANIM;  39
PA;REDENCAO;HOSPITAL MUNICIPAL DR IRACI MACHADO DE ARAUJO;  39
PR;CURITIBA;HOSPITAL INFANTIL PEQUENO PRINCIPE;  39
RJ;TANGUA;POLICLINICA MUNICIPAL DEMERVAL GARCIA DE FREITAS;  39
RS;ESPUMOSO;ESF DR GERARDO BARBOSA ESPUMOSO;  39
RS;SANTA MARIA;HUSM HOSPITAL UNIVERSITARIO DE SANTA MARIA;  39
SP;GUARULHOS;DEPARTAMENTO DE VIGILANCIA EM SAUDE;  39
SP;IPUA;SANTA CASA DE IPUA;  39
SP;RANCHARIA;HOSPITAL E MATERNIDADE DE RANCHARIA;  39
SP;SAO CAETANO DO SUL;HOSPITAL E MATERNIDADE CENTRAL SAO CAETANO DE SUL;  39
SP;SAO PAULO;HOSPITAL E MATERNIDADE SAO MIGUEL;  39
CE;BATURITE;UMPA UNIDADE MUNICIPAL DE PRONTO ATENDIMENTO;  38
GO;SAO LUIS DE MONTES BELOS;HOSPITAL REGIONAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO;  38
MG;BELO HORIZONTE;HOSPITAL SAO LUCAS;  38
MG;BELO HORIZONTE;SOCOR;  38
MG;PIRAPORA;HOSPITAL DR MOISES MAGALHAES FREIRE;  38
MG;UBERABA;UPA UNIDADE DE PRONTO ATENDIMENTO SAO BENEDITO;  38
PA;VIGIA;HOSPITAL MUNICIPAL DE VIGIA;  38
PE;BEZERROS;HOSPITAL DE CAMPANHA DE BEZERROS;  38
RO;PORTO VELHO;HOSPITAL 9 DE JULHO DE RONDONIA;  38
RS;PORTO ALEGRE;HOSPITAL GERAL DE PORTO ALEGRE;  38
RS;SAO LUIZ GONZAGA;HOSPITAL SAO LUIZ GONZAGA;  38
SC;INDAIAL;HOSPITAL BEATRIZ RAMOS;  38
SC;NAVEGANTES;HOSPITAL NOSSA SENHORA DOS NAVEGANTES;  38
SP;ARARAQUARA;SANTA CASA DE ARARAQUARA;  38
TO;COLINAS DO TOCANTINS;HOSPITAL MUNICIPAL DE COLINAS;  38
AM;MANAQUIRI;UNIDADE HOSPITALAR DE MANAQUIRI;  37
AM;RIO PRETO DA EVA;UNIDADE HOSPITALAR DE RIO PRETO DA EVA;  37
BA;SALVADOR;UPA 24H VALERIA;  37
CE;CAUCAIA;UNIDADE DE PRONTO ATENDIMENTO DA JUREMA;  37
GO;GOIANIA;GASTRO SALUSTIANO HOSPITAL;  37
GO;LUZIANIA;UNIDADE DE PRONTO ATENDIMENTO DE LUZIANIA UPA;  37
MA;ZE DOCA;HOSPITAL SESP DE ZE DOCA;  37
MS;CHAPADAO DO SUL;HOSPITAL MUNICIPAL DE CHAPADAO DO SUL;  37
MS;NAVIRAI;HOSPITAL CASSEMS UNIDADE NAVIRAI;  37
PA;CANAA DOS CARAJAS;HOSPITAL 05 DE OUTUBRO;  37
PA;MARABA;CLIMEC;  37
PA;SAO CAETANO DE ODIVELAS;SECRETARIA MUNICIPAL DE SAUDE DE SAO CAETANO DE ODIVELAS;  37
PA;SAO DOMINGOS DO CAPIM;HOSPITAL MUNICIPAL DE SAO DOMINGOS DO CAPIM;  37
PA;TERRA SANTA;HOSPITAL FREI ELIZEU EISMANN;  37
PE;RECIFE;HOSPITAL UNIMED RECIFE I;  37
PI;SAO RAIMUNDO NONATO;HOSP REG SEN CANDIDO FERRAZ;  37
PI;TERESINA;HOSPITAL INFANTIL LUCIDIO PORTELLA;  37
RJ;CAMPOS DOS GOYTACAZES;HOSPITAL GERAL DE GUARUS;  37
RJ;NITEROI;SES RJ UPA 24H FONSECA;  37
RJ;RIO DE JANEIRO;CLINICA SANTA BARBARA;  37
SE;LAGARTO;HOSPITAL NOSSA SENHORA DA CONCEICAO;  37
SP;GUAIRA;SANTA CASA DE GUAIRA;  37
SP;ITAPEVI;VIGILANCIA EPIDEMIOLOGICA DE ITAPEVI;  37
SP;MAUA;UPA VILA ASSIS;  37
SP;PRAIA GRANDE;PRONTO SOCORRO QUIETUDE;  37
SP;SOROCABA;VIGILANCIA EPIDEMIOLOGICA DE SOROCABA;  37
SP;TAUBATE;VIGILANCIA EPIDEMIOLOGICA DE TAUBATE;  37
AM;MANAUS;MATERNIDADE DE REFERENCIA ANA BRAGA;  36
CE;FORTALEZA;PRONTOCARDIO PRONTO ATENDIMENTO CARDIOLOGICO;  36
ES;VITORIA;HOSPITAL UNIVERSITARIO CASSIANO ANTONIO MORAES HUCAM;  36
MA;ZE DOCA;HOSPITAL DE CAMPANHA COVID 19 ZE DOCA;  36
PA;GOIANESIA DO PARA;HOSPITAL MUNICIPAL DE GOIANESIA;  36
PA;SANTAREM;HOSPITAL UNIMED;  36
PE;JOAO ALFREDO;UNIDADE MISTA JOANA AMELIA CAVALCANTI;  36
RJ;QUISSAMA;HOSPITAL MUNICIPAL MARIANA MARIA DE JESUS;  36
RN;NATAL;HOSPITAL COLONIA DR JOAO MACHADO;  36
RS;PORTO ALEGRE;HOSPITAL PORTO ALEGRE;  36
SP;BARUERI;PS E MATERNIDADE NAIR FONSECA LEITAO ARANTES;  36
SP;COLINA;SECRETARIA MUNICIPAL DA SAUDE SMS COLINA;  36
SP;JUNDIAI;HOSPITAL UNIMED UNIDADE ANCHIETA;  36
SP;SANTOS;UNIDADE HOSPITAL VITORIA SANTOS;  36
AM;NHAMUNDA;UNIDADE HOSPITALAR DE NHAMUNDA;  35
BA;SIMOES FILHO;UPA SIMOES FILHO;  35
CE;FORTALEZA;HOSPITAL BATISTA MEMORIAL;  35
DF;BRASILIA;HOSPITAL DO CORACAO DO BRASIL;  35
MG;CONTAGEM;UNIDADE DE PRONTO ATENDIMENTO RESSACA UPA;  35
PA;ORIXIMINA;HOSPITAL DE PORTO TROMBETAS;  35
PR;ITAPERUCU;HOSPITAL E MATERNIDADE ITAPERUCU;  35
RJ;RIO CLARO;HOSPITAL MUNICIPAL NOSSA SENHORA DA PIEDADE;  35
RJ;RIO DE JANEIRO;HOSPITAL DR BADIM;  35
RJ;SAO GONCALO;SES RJ UPA 24H SAO GONCALO II;  35
RS;SOLEDADE;HOSPITAL FREI CLEMENTE SOLEDADE;  35
SP;ANGATUBA;HOSPITAL ANGATUBA;  35
SP;ARTUR NOGUEIRA;HOSPITAL BOM SAMARITANO DE ARTUR NOGUEIRA;  35
SP;JACAREI;HOSPITAL SAO FRANCISCO DE ASSIS;  35
SP;RIBEIRAO PIRES;REDE DOR SAO LUIZ S A;  35
AL;MARECHAL DEODORO;HOSPITAL DE CAMPANHA COVID 19 MARECHAL DEODORO;  34
BA;POJUCA;HOSPITAL MUNICIPAL DR CARLITO SILVA;  34
BA;SALVADOR;HOSPITAL GERAL DO ESTADO;  34
ES;VILA VELHA;CENTRO MEDICO HOSPITALAR DE VILA VELHA S A;  34
MA;BARRA DO CORDA;HOSPITAL ACRISIO FIGUEIRA;  34
MA;SAO LUIS;UPA PARQUE VITORIA;  34
MG;MONTES CLAROS;HOSPITAL UNIVERSITARIO CLEMENTE DE FARIA;  34
MG;PARACATU;HOSPITAL MUNICIPAL DE PARACATU;  34
MG;TEOFILO OTONI;UPA 24 HORAS;  34
MS;DOURADOS;EBSERH HOSPITAL UNIVERSITARIO GRANDE DOURADOS;  34
MT;NOVA MARILANDIA;PRONTO ATENDIMENTO;  34
PA;BELEM;HOSPITAL GERAL DE BELEM;  34
PB;CAMPINA GRANDE;UPA 24 HORAS DR MAIA;  34
PB;JOAO PESSOA;UPA CRUZ DAS ARMAS;  34
PE;ESCADA;HOSPITAL REGIONAL DR BENEVOLO WANDERLEY DO AMARAL;  34
PE;ITAMBE;UNIDADE MISTA DR HERCILIO MORAES BORBA;  34
RJ;RIO DE JANEIRO;PRONTO SOCORRO CLINICO PRONTOCOR;  34
RJ;RIO DE JANEIRO;SEAP CGSP RJ HOSPITAL DR HAMILTON AGOSTINHO VIEIRA CASTRO;  34
RJ;SAPUCAIA;PRONTO SOCORRO MUNICIPAL DE SAPUCAIA;  34
RS;ESTANCIA VELHA;HOSPITAL MUNICIPAL GETULIO VARGAS;  34
SP;LEME;HOSPITAL UNIMED LEME;  34
SP;SANTO ANDRE;HOSPITAL DAS ACACIAS;  34
SP;SAO PAULO;INST DO CANCER ARNALDO VIEIRA DE CARVALHO;  34
AC;RIO BRANCO;HOSPITAL SANTA JULIANA;  33
BA;SANTO ANTONIO DE JESUS;INCAR;  33
ES;COLATINA;HOSPITAL E MATERNIDADE SILVIO AVIDOS;  33
GO;APARECIDA DE GOIANIA;UPA AMBROSINA COIMBRA BUENO;  33
GO;PLANALTINA;HOSPITAL MUNICIPAL MATERNO INFANTIL SANTA RITA DE CASSIA;  33
GO;QUIRINOPOLIS;HOSPITAL MUNICIPAL ANTONIO MARTINS DA COSTA;  33
MA;SAO LUIS;HOSPITAL DE CANCER DO MARANHAO DR TARQUINIO LOPES FILHO;  33
MA;SAO LUIS;HOSPITAL GERAL DA VILA LUIZAO;  33
MG;OURO FINO;CASA DE CARIDADE DE OURO FINO;  33
MG;UBA;HOSPITAL SAO VICENTE DE PAULO DE UBA;  33
MT;CONFRESA;HOSPITAL MUNICIPAL DE CONFRESA;  33
MT;CUIABA;UTI SOTRAUMA;  33
MT;VARZEA GRANDE;METROPOLITANO HOSPITAL ESTADUAL LOUSITE FERREIRA DA SILVA;  33
PA;SAO FELIX DO XINGU;HOSPITAL MUNICIPAL ORZEU JONAS GUIDA;  33
PA;TOME-ACU;HOSPITAL MUNICIPAL DE TOME ACU;  33
PB;GUARABIRA;UPA UNIDADE DE PRONTO ATENDIMENTO DE GUARABIRA;  33
PE;IPUBI;HOSPITAL MUNICIPAL MARCELINO DA SILVA MUDO;  33
PI;PIRIPIRI;HOSP REG CHAGAS RODRIGUES;  33
PR;UMUARAMA;UOPECCAN FILIAL UMUARAMA;  33
RJ;CAMPOS DOS GOYTACAZES;UNIDADE PRE HOSPITALAR SAO JOSE;  33
RJ;RIO DE JANEIRO;SES RJ UPA 24H CAMPO GRANDE II;  33
RN;NATAL;UPA 24H POTENGI;  33
RS;CACHOEIRA DO SUL;HOSPITAL DE CARIDADE E BENEFICENCIA;  33
RS;SANTO ANGELO;UNIMED MISSOES RS;  33
SC;CAMPOS NOVOS;HOSPITALAR DR JOSE ATHANAZIO;  33
SC;TIJUCAS;HOSPITAL SAO JOSE TIJUCAS;  33
SP;CUBATAO;UPA DR MARIO RUIVO DE CUBATAO;  33
SP;SANTA CRUZ DAS PALMEIRAS;SANTA CASA DE SANTA CRUZ DAS PALMEIRAS;  33
SP;SAO BERNARDO DO CAMPO;UPA UNIAO ALVARENGA;  33
SP;SAO JOSE DOS CAMPOS;HOSPITAL DE CLINICAS SUL;  33
SP;SAO PAULO;HOSPITAL DA CRIANCA;  33
SP;SAO SEBASTIAO;HOSPITAL DE CLINICAS DE SAO SEBASTIAO;  33
AM;BERURI;UNIDADE HOSPITALAR DE BERURI;  32
AM;ITAPIRANGA;UNIDADE HOSPITALAR DE ITAPIRANGA;  32
AM;LABREA;UNIDADE HOSPITALAR DE LABREA;  32
AM;MANAUS;HOSPITAL E P S DA CRIANCA DA ZONA OESTE;  32
AM;MANAUS;SPA ALVORADA;  32
BA;SALVADOR;HOSPITAL EVANGELICO DA BAHIA HEB;  32
GO;ANAPOLIS;CENTRO DE INTERNACAO NORMA PIZZARI GONCALVES;  32
GO;CIDADE OCIDENTAL;HOSPITAL MUNICIPAL DE CIDADE OCIDENTAL;  32
MG;BELO HORIZONTE;HOSPITAL MARIO PENNA;  32
MG;CORONEL FABRICIANO;NUCLEO DE ESPECIALIDADE E DIAGNOSTICO;  32
MG;POCOS DE CALDAS;HOSPITAL UNIMED PRONTO ATENDIMENTO;  32
MG;SAO LOURENCO;CASA DE CARIDADE DE SAO LOURENCO;  32
MT;ALTA FLORESTA;HOSPITAL REGIONAL DE ALTA FLORESTA ALBERT SABIN;  32
MT;UNIAO DO SUL;CENTRO DE SAUDE DE UNIAO DO SUL;  32
PA;ABAETETUBA;HOSPITAL MUNICIPAL SAO BENTO;  32
PA;GARRAFAO DO NORTE;HOSPITAL E MATERNIDADE MUNICIPAL MANOEL GONCALVES EUFRASIO;  32
PA;PARAGOMINAS;UPA PARAGOMINAS SOLANGE MARIA DO NASCIMENTO MELO;  32
PE;CARUARU;UPA CARUARU;  32
PE;PETROLINA;HOSPITAL DA UNIMED EM PETROLINA;  32
PR;PATO BRANCO;ISSAL;  32
RJ;ARARUAMA;HCLAGOS;  32
RJ;CAMPOS DOS GOYTACAZES;DIVISAO DE EPIDEMIOLOGIA;  32
RS;SANTO ANTONIO DA PATRULHA;HOSPITAL DE SANTO ANTONIO DA PATRULHA;  32
SC;FRAIBURGO;ACENI;  32
SP;AURIFLAMA;UBS DE AURIFLAMA;  32
SP;BARRETOS;HOSPITAL SAO JORGE;  32
SP;JACAREI;HOSPITAL DE CLINICAS ANTONIO AFONSO;  32
SP;LORENA;HOSPITAL UNIMED DE LORENA;  32
SP;PRESIDENTE EPITACIO;SANTA CASA DE PRESIDENTE EPITACIO;  32
SP;SAO BERNARDO DO CAMPO;VIGILANCIA EPIDEMIOLOGICA;  32
SP;SAO PAULO;MATERNIDADE SANTA JOANA;  32
AC;CRUZEIRO DO SUL;HOSPITAL REGIONAL DO JURUA;  31
AL;MACEIO;UPA TRAPICHE DA BARRA;  31
AM;IRANDUBA;UNIDADE HOSPITALAR DE IRANDUBA;  31
AM;MANAUS;FUNDACAO HOSPITAL ADRIANO JORGE;  31
AM;MANAUS;UPA 24HS CAMPOS SALES;  31
CE;OROS;HOSP MATERN LUZIA T DA COSTA;  31
DF;BRASILIA;HOSPITAL DA CRIANCA DE BRASILIA JOSE ALENCAR HCB;  31
ES;LINHARES;HOSPITAL RIO DOCE;  31
ES;SAO MATEUS;HOSPITAL DR ROBERTO ARNIZAUT SILVARES;  31
GO;GOIANIA;CAIS BAIRRO GOIA;  31
MA;IMPERATRIZ;HOSPITAL UNIMED;  31
MG;BETIM;UPA NILDA NOGUEIRA DO A ANDRADE GUANABARA;  31
MG;CONTAGEM;PRONTO ATENDIMENTO E CENTRO DE PROMOCAO A SAUDE UNIMED;  31
MG;ITAJUBA;SANTA CASA DE MISERICORDIA DE ITAJUBA;  31
MG;SAO SEBASTIAO DO PARAISO;SANTA CASA DE PARAISO;  31
MG;VARGINHA;HOSPITAL HUMANITAS UNIMED;  31
PB;CAMPINA GRANDE;HOSPITAL MUNICIPAL DR SEVERINO BEZERRA DE CARVALHO;  31
PR;CASCAVEL;HOSPITAL E MATERNIDADE DR LIMA LTDA;  31
PR;CASCAVEL;UPA TANCREDO NEVES;  31
RJ;NOVA IGUACU;PRONTONIL;  31
RJ;RIO DE JANEIRO;SMS COORDENADORIA GERAL DE ATENCAO PRIMARIA AP 21;  31
RN;MOSSORO;VIGILANCIA A SAUDE;  31
RS;LAGOA VERMELHA;HOSPITAL SAO PAULO;  31
RS;SANANDUVA;HOSPITAL SAO JOAO SANANDUVA;  31
RS;SANTA CRUZ DO SUL;HOSPITAL ANA NERY;  31
SC;CANELINHA;FUNDACAO HOSPITALAR MUNICIPAL DE CANELINHA;  31
SC;ITUPORANGA;HOSPITAL BOM JESUS;  31
SP;APARECIDA;SANTA CASA DE APARECIDA;  31
SP;BIRIGUI;HOSPITAL UNIMED DE BIRIGUI;  31
SP;CARAPICUIBA;PRONTO SOCORRO COHAB II;  31
SP;FRANCA;HOSPITAL REGIONAL DE FRANCA SP;  31
SP;ITAPOLIS;SANTA CASA DE MISERICORDIA ITAPOLIS;  31
SP;MORRO AGUDO;HOSPITAL SAO MARCOS MORRO AGUDO;  31
SP;OSASCO;UPA VICENTE MISSIANO;  31
SP;PINDAMONHANGABA;PRONTO SOCORRO MUNICIPAL DE PINDAMONHANGABA;  31
SP;PIRASSUNUNGA;SANTA CASA DE PIRASSUNUNGA;  31
SP;PITANGUEIRAS;SANTA CASA DE PITANGUEIRAS;  31
SP;SAO BERNARDO DO CAMPO;HOSPITAL SANTA HELENA ASSISTENCIA MEDICA SB DO CAMPO;  31
AL;PALMEIRA DOS INDIOS;HOSPITAL REGIONAL SANTA RITA E MATERNIDADE SANTA OLIMPIA;  30
AM;MANAUS;MATERNIDADE BALBINA MESTRINHO;  30
AM;URUCARA;UNIDADE HOSPITALAR DE URUCARA;  30
BA;CAMPO FORMOSO;HOSPITAL SAO FRANCISCO;  30
CE;ACOPIARA;HOSPITAL MUNICIPAL DE ACOPIARA;  30
ES;VILA VELHA;PRONTO ATENDIMENTO DR ANTONIO BATALHA DE BARCELLOS PA GLORIA;  30
GO;SENADOR CANEDO;UPA UNIDADE DE PRONTO ATENDIMENTO DE SENADOR CANEDO;  30
MG;JUIZ DE FORA;UPA SANTA LUZIA;  30
MT;ARAPUTANGA;SECRETARIA MUNICIPAL DE SAUDE DE ARAPUTANGA;  30
PA;BELEM;HOSPITAL DE AERONAUTICA DE BELEM;  30
PB;CAJAZEIRAS;HOSPITAL UNIVERSITARIO JULIO MARIA BANDEIRA DE MELLO;  30
PB;SANTA RITA;HOSPITAL E MATERNIDADE FLAVIO RIBEIRO COUTINHO;  30
PR;CIANORTE;FUNDHOSPAR FUNDACAO HOSPITALAR DO PARANA;  30
PR;TOLEDO;PRONTO ATENDIMENTO 24 HORAS DR JORGE MILTON NUNES;  30
RJ;RIO DE JANEIRO;SMS RIO HOSPITAL MUNICIPAL JESUS;  30
RN;NATAL;UPA 24HS CIDADE SATELITE;  30
SC;MARAVILHA;HOSPITAL SAO JOSE DE MARAVILHA;  30
SE;NOSSA SENHORA DO SOCORRO;UPA 24H VEREADOR JAIRO JOAQUIM DOS SANTOS;  30
SP;CERQUILHO;SANTA CASA DE MISERICORDIA DE CERQUILHO;  30
SP;FRANCO DA ROCHA;UNIDADE DE PRONTO ATENDIMENTO DE FRANCO DA ROCHA UPA II;  30
SP;LIMEIRA;HOSPITAL UNIMED DE LIMEIRA;  30
SP;PONTAL;SANTA CASA DE PONTAL;  30
SP;PORTO FERREIRA;SECRETARIA MUNICIPAL DE SAUDE PORTO FERREIRA;  30
TO;PALMAS;HOSPITAL UNIMED PALMAS;  30
TO;PALMAS;INSTITUTO DE TERAPIA INTENSIVA DO TOCANTINS;  30
TO;PORTO NACIONAL;HOSPITAL REGIONAL DE PORTO NACIONAL;  30
AM;MANAUS;SPA SAO RAIMUNDO;  29
BA;BARREIRAS;HOSPITAL MUNICIPAL EURICO DUTRA;  29
CE;BOA VIAGEM;CASA DE SAUDE ADILIA MARIA;  29
GO;CRISTALINA;UPA 24 H WASFI JOSE DAHER;  29
MA;TIMON;UPA TIMON;  29
MG;ITAOBIM;HOSPITAL VALE DO JEQUITINHONHA;  29
MT;BOM JESUS DO ARAGUAIA;PRONTO ATENDIMENTO 24 HORAS BJA;  29
MT;CUIABA;POLICLINICA DO COXIPO;  29
MT;CUIABA;POLICLINICA PASCOAL RAMOS;  29
MT;SAO JOSE DOS QUATRO MARCOS;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOSE DOS QUATRO MARCOS;  29
PA;BELEM;HOSPITAL GUADALUPE;  29
PE;PETROLINA;NEUROCARDIO;  29
PR;ROLANDIA;HOSPITAL SAO RAFAEL;  29
RJ;PETROPOLIS;PRONTO SOCORRO LEONIDAS SAMPAIO;  29
RJ;RIO DE JANEIRO;SMS HOSPITAL MUNICIPAL DA PIEDADE AP 32;  29
RN;SANTO ANTONIO;HOSPITAL REGIONAL LINDOLFO GOMES VIDAL;  29
RO;JI-PARANA;HOSPITAL DR CLAUDIONOR COUTO RORIZ;  29
RS;CAPAO DA CANOA;HOSPITAL BENEFICIENTE SANTA LUZIA;  29
RS;SAO SEBASTIAO DO CAI;HOSPITAL SAGRADA FAMILIA;  29
SC;FLORIANOPOLIS;HOSPITAL NEREU RAMOS;  29
SC;IBIRAMA;HOSPITAL DR WALDOMIRO COLAUTTI;  29
SE;SIMAO DIAS;UNIDADE DE PRONTO ATENDIMENTO 24 H PEDRO VALADARES;  29
SP;CUBATAO;VIGILANCIA EPIDEMIOLOGICA DE CUBATAO;  29
SP;JUNDIAI;HOSPITAL SANTA ELISA;  29
SP;MAIRINQUE;PRONTO ATENDIMENTO MUNICIPAL DE MAIRINQUE;  29
SP;SAO JOAO DA BOA VISTA;SANTA CASA DE MISERICORDIA DONA CAROLINA MALHEIROS SJBV;  29
SP;VALPARAISO;SANTA CASA DE VALPARAISO;  29
AL;CORURIPE;CARVALHO BELTRAO SERVICOS DE SAUDE LTDA;  28
BA;SALVADOR;HOSPITAL ANA NERY;  28
GO;GOIANIA;HOSPITAL AMPARO;  28
GO;GOIANIA;HOSPITAL RENAISSANCE LTDA;  28
GO;GOIANIA;UPA JARDIM NOVO MUNDO;  28
GO;LUZIANIA;HOSPITAL REGIONAL DE LUZIANIA;  28
MA;IMPERATRIZ;UPA SAO JOSE;  28
MA;SAO LUIS;HOSPITAL DR GENESIO REGO;  28
MG;BELO HORIZONTE;UNIDADE DE PRONTO ATENDIMENTO NORTE;  28
MG;DIAMANTINA;SANTA CASA DE CARIDADE;  28
MG;EUGENOPOLIS;HOSPITAL SAO JOSE;  28
MG;SANTA LUZIA;UNIDADE DE PRONTO ATENDIMENTO DE SAO BENEDITO;  28
MS;COXIM;HOSPITAL REGIONAL DR ALVARO FONTOURA SILVA;  28
MS;NOVA ANDRADINA;FUNDACAO SERVICOS DE SAUDE DE NOVA ANDRADINA FUNSAU NA;  28
PA;BELEM;UPA DAICO;  28
PA;IGARAPE-ACU;HOSPITAL MATERNIDADE JOSE BERNARDO DA SILVEIRA;  28
PE;GARANHUNS;UPAE ANTONIO SIMAO DOS SANTOS FIGUEIRA GARANHUNS;  28
RJ;RIO DE JANEIRO;SMS RIO HOSPITAL MUNICIPAL ROCHA MAIA;  28
RJ;SAO JOSE DO VALE DO RIO PRETO;HOSPITAL MUNICIPAL MATERNIDADE SANTA THERESINHA;  28
RN;MOSSORO;HOSPITAL RAFAEL FERNANDES;  28
RS;SANTA CRUZ DO SUL;HOSPITAL SANTA CRUZ;  28
SC;SAO FRANCISCO DO SUL;HOSPITAL MUNICIPAL NOSSA SENHORA DA GRACA;  28
SP;FRANCA;VIGILANCIA EPIDEMIOLOGICA MUNICIPAL;  28
SP;LINS;HOSPITAL E MATERNIDADE SAO LUCAS;  28
SP;MONTE MOR;ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS;  28
SP;OURINHOS;SANTA CASA DE OURINHOS;  28
SP;SAO PAULO;ASSOCIACAO HOSPITAL PERSONAL CUIDADOS ESPECIAIS;  28
SP;SAO PAULO;HOSPITAL E PRONTO ATENDIMENTO SANCTA MAGGIORE;  28
AM;BOCA DO ACRE;UNIDADE HOSPITALAR DE BOCA DO ACRE;  27
AM;CAAPIRANGA;UNIDADE HOSPITALAR DE CAAPIRANGA;  27
BA;LAURO DE FREITAS;SECRETARIA MUNICIPAL DE SAUDE;  27
BA;SALVADOR;HOSPITAL ESTADUAL DA MULHER;  27
GO;GOIANIA;HOSPITAL NEUROLOGICO;  27
GO;GOIANIA;HOSPITAL SANTA ROSA;  27
GO;SAO SIMAO;HOSPITAL MUNICIPAL DE SAO SIMAO;  27
MG;CONTAGEM;UNIDADE DE PRONTO ATENDIMENTO VARGEM DAS FLORES UPA;  27
MG;JUIZ DE FORA;UPA NORTE;  27
MG;SAO JOAO DEL REI;SANTA CASA DA MISERICORDIA DE SAO JOAO DEL REI;  27
MG;UNAI;HOSPITAL SANTA HELENA;  27
MT;CAMPOS DE JULIO;HOSPITAL MUNICIPAL LEOCYR LAZARETE;  27
MT;CUIABA;HOSPITAL DE CANCER DE MATO GROSSO;  27
MT;LAMBARI D'OESTE;SECRETARIA MUNICIPAL DE SAUDE DE LAMBARI DOESTE;  27
MT;PEIXOTO DE AZEVEDO;HOSPITAL REGIONAL DE PEIXOTO DE AZEVEDO;  27
MT;VARZEA GRANDE;HOSPITAL SANTA RITA;  27
PA;CACHOEIRA DO ARARI;UNIDADE MISTA DE CACHOEIRA DO ARARI;  27
PB;JOAO PESSOA;UNIDADE DE PRONTO ATENDIMENTO OCEANIA;  27
PB;MONTEIRO;HOSPITAL REGIONAL SANTA FILOMENA;  27
PE;BEZERROS;HOSPITAL JESUS PEQUENINO;  27
PR;CAMPO LARGO;HOSPITAL SAO LUCAS;  27
PR;CHOPINZINHO;INSTITUTO SAO RAFAEL;  27
PR;CURITIBA;HOSPITAL DA POLICIA MILITAR DO PARANA NN;  27
RJ;NITEROI;HOSPITAL MUNICIPAL OCEANICO DE NITEROI;  27
RJ;NOVA IGUACU;UPA 24H MUNICIPAL DE COMENDADOR SOARES;  27
RN;SAO GONCALO DO AMARANTE;HOSPITAL MATERNIDADE BELARMINA MONTE;  27
RS;CANOAS;HOSPITAL PRONTO SOCORRO DE CANOAS DEP NELSON MARCHEZAN;  27
RS;PORTO ALEGRE;HOSPITAL RESTINGA E EXTREMO SUL;  27
SC;TRES BARRAS;HOSPITAL FELIX DA COSTA GOMES;  27
SP;ATIBAIA;HOSPITAL ALBERT SABIN ATIBAIA;  27
SP;BAURU;UPA IPIRANGA;  27
SP;GUARULHOS;PRONTO ATENDIMENTO PARAVENTI;  27
SP;ILHA SOLTEIRA;HOSPITAL REGIONAL DE ILHA SOLTEIRA;  27
